date,sku_id,category,sales_quantity,unit_price,sales_revenue,stock_level
2024-06-07,SKU0047,Home,49,324.16,15883.840000000002,209.0
2024-06-07,SKU0034,Food,91,216.46,19697.86,51.0
2024-06-08,SKU0029,Food,60,495.67,29740.2,168.0
2024-06-09,SKU0022,Home,57,363.91,20742.870000000003,439.0
2024-06-09,SKU0008,Electronics,86,362.82,31202.52,1.0
2024-06-09,SKU0047,Electronics,59,286.77,16919.43,486.0
2024-06-10,SKU0004,Food,17,458.06,7787.02,282.0
2024-06-11,SKU0001,Clothing,61,427.09,26052.489999999998,74.0
2024-06-11,SKU0045,Electronics,37,230.91,8543.67,278.0
2024-06-11,SKU0025,Home,52,137.28,7138.56,166.0
2024-06-11,SKU0034,Food,84,437.34,36736.56,119.0
2024-06-12,SKU0002,Electronics,92,416.81,38346.52,168.0
2024-06-12,SKU0029,Home,31,299.72,9291.320000000002,36.0
2024-06-12,SKU0015,Electronics,43,287.21,12350.029999999999,92.0
2024-06-12,SKU0039,Sports,4,42.58,170.32,205.0
2024-06-13,SKU0004,Sports,58,332.87,19306.46,223.0
2024-06-13,SKU0039,Sports,50,458.27,22913.5,256.0
2024-06-14,SKU0029,Electronics,42,53.81,2260.02,173.0
2024-06-14,SKU0001,Sports,70,347.32,24312.399999999998,306.0
2024-06-14,SKU0040,Electronics,22,370.86,8158.92,101.0
2024-06-15,SKU0021,Home,56,450.79,25244.24,115.0
2024-06-15,SKU0049,Clothing,95,143.43,13625.85,281.0
2024-06-15,SKU0009,Clothing,28,132.34,3705.52,428.0
2024-06-16,SKU0033,Food,25,96.43,2410.75,206.0
2024-06-16,SKU0032,Food,2,351.05,702.1,350.0
2024-06-16,SKU0040,Sports,96,252.79,24267.84,471.0
2024-06-17,SKU0044,Electronics,75,435.55,32666.25,236.0
2024-06-17,SKU0020,Electronics,49,35.2,1724.8000000000002,247.0
2024-06-17,SKU0033,Clothing,23,64.13,1474.9899999999998,233.0
2024-06-18,SKU0025,Food,51,28.13,1434.6299999999999,122.0
2024-06-18,SKU0042,Clothing,53,300.54,15928.62,222.0
2024-06-18,SKU0004,Home,52,295.86,15384.720000000001,118.0
2024-06-19,SKU0023,Food,11,119.98,1319.78,116.0
2024-06-19,SKU0040,Food,-17,319.59,-5433.03,80.0
2024-06-20,SKU0037,Clothing,96,94.12,9035.52,136.0
2024-06-20,SKU0012,Clothing,-16,43.24,-691.84,101.0
2024-06-20,SKU0048,Sports,83,200.75,16662.25,484.0
2024-06-20,SKU0015,Sports,28,84.74,2372.72,301.0
2024-06-20,SKU0030,Sports,35,395.31,13835.85,135.0
2024-06-20,SKU0004,Clothing,100,493.98,49398.0,496.0
2024-06-21,SKU0018,Electronics,3,366.81,1100.43,97.0
2024-06-21,SKU0022,Food,44,181.85,8001.4,257.0
2024-06-22,SKU0023,Clothing,77,90.49,6967.73,76.0
2024-06-23,SKU0003,Food,60,390.01,23400.6,391.0
2024-06-23,SKU0013,Sports,71,325.56,23114.76,226.0
2024-06-23,SKU0047,Electronics,77,312.29,24046.33,346.0
2024-06-23,SKU0039,Home,21,22.44,471.24,142.0
2024-06-23,SKU0023,Sports,95,217.82,20692.899999999998,478.0
2024-06-24,SKU0050,Sports,29,192.62,5585.9800000000005,23.0
2024-06-24,SKU0025,Food,26,403.4,10488.4,157.0
2024-06-25,SKU0015,Home,87,205.51,17879.37,30.0
2024-06-25,SKU0042,Sports,41,313.12,12837.92,467.0
2024-06-25,SKU0039,Sports,97,78.28,7593.16,226.0
2024-06-27,SKU0025,Clothing,87,166.36,14473.320000000002,96.0
2024-06-27,SKU0016,Home,47,399.07,18756.29,219.0
2024-06-28,SKU0034,Sports,-2,295.26,-590.52,54.0
2024-06-28,SKU0014,Electronics,61,307.29,18744.690000000002,411.0
2024-06-28,SKU0033,Clothing,1,198.11,198.11,397.0
2024-06-29,SKU0036,Sports,79,179.39,14171.81,240.0
2024-06-29,SKU0046,Clothing,90,95.21,8568.9,35.0
2024-06-29,SKU0023,Food,40,426.79,17071.600000000002,445.0
2024-12-02,SKU0003,Home,744,168.57,125416.08,337.0
2024-12-05,SKU0014,Food,0,218.83,0.0,398.0
2024-12-13,SKU0026,Sports,920,387.5,356500.0,140.0
2024-12-15,SKU0029,Clothing,941,20.84,19610.44,424.0
2024-12-18,SKU0005,Sports,0,90.18,0.0,
2024-12-18,SKU0022,Electronics,0,144.08,0.0,442.0
2024-12-22,SKU0026,Home,0,475.92,0.0,
2024-12-22,SKU0037,Electronics,0,228.49,0.0,289.0
2024-12-23,SKU0047,Home,0,399.46,0.0,
2024-12-26,SKU0046,Sports,0,50.37,0.0,
2024-12-26,SKU0016,Electronics,533,344.81,183783.73,4.0
2025-01-02,SKU0030,Clothing,0,118.18,0.0,
2025-01-04,SKU0016,Clothing,0,143.9,0.0,
2025-01-11,SKU0049,Home,0,349.9,0.0,
2025-01-12,SKU0012,Electronics,558,249.44,139187.52,202.0
2025-01-13,SKU0005,Food,0,343.44,0.0,
2025-01-19,SKU0028,Electronics,0,231.18,0.0,381.0
2025-01-23,SKU0012,Electronics,0,330.71,0.0,
2025-01-25,SKU0029,Food,0,498.59,0.0,351.0
2025-01-26,SKU0038,Food,2,387.84,775.68,96
2025-01-26,SKU0039,Clothing,22,316.01,6952.22,452
2025-01-26,SKU0015,Home,16,146.81,2348.96,377
2025-01-26,SKU0019,Home,109,66.48,7246.32,198
2025-01-26,SKU0032,Electronics,38,68.94,2619.72,180
2025-01-27,SKU0014,Sports,87,272.04,23667.48,88
2025-01-27,SKU0042,Sports,102,565.67,57698.34,199
2025-01-28,SKU0019,Home,14,87.2,1220.8,67
2025-01-28,SKU0003,Electronics,2,141.32,282.64,456
2025-01-28,SKU0049,Electronics,-17,393.45,-6688.65,60
2025-01-28,SKU0027,Food,118,249.09,29392.62,39
2025-01-29,SKU0037,Home,129,392.77,50667.33,463
2025-01-29,SKU0007,Clothing,1,35.51,35.51,486
2025-01-29,SKU0046,Food,255,311.69,79480.95,454
2025-01-29,SKU0029,Clothing,28,323.19,9049.32,2
2025-01-30,SKU0026,Food,0,84.02,0.0,
2025-01-30,SKU0038,Food,22,377.88,8313.36,53
2025-01-30,SKU0024,Sports,13,40.24,523.12,466
2025-01-30,SKU0029,Clothing,55,360.87,19847.85,321
2025-01-30,SKU0016,Clothing,150,130.83,19624.5,264
2025-01-30,SKU0029,Clothing,33,427.69,14113.77,436
2025-01-30,SKU0017,Food,39,290.99,11348.61,46
2025-01-31,SKU0025,Electronics,550,76.19,41904.5,384
2025-01-31,SKU0020,Home,20,282.7,5654.0,268
2025-01-31,SKU0035,Electronics,85,107.47,9134.95,215
2025-01-31,SKU0037,Home,19,319.44,6069.36,148
2025-01-31,SKU0028,Electronics,46,192.24,8843.04,131
2025-01-31,SKU0036,Sports,26,223.49,5810.74,326
2025-01-31,SKU0009,Electronics,5,406.01,2030.05,370
2025-02-01,SKU0049,Electronics,-16,268.55,-4296.8,487
2025-02-01,SKU0015,Home,50,264.03,13201.5,394
2025-02-01,SKU0008,Clothing,52,204.55,10636.6,473
2025-02-01,SKU0013,Food,179,356.15,63750.85,219
2025-02-02,SKU0028,Electronics,83,271.4,22526.2,8
2025-02-02,SKU0017,Food,-7,252.99,-1770.93,234
2025-02-02,SKU0029,Clothing,2,269.53,539.06,365
2025-02-03,SKU0034,Sports,63,258.81,16305.03,156
2025-02-03,SKU0028,Electronics,27,271.2,7322.4,395
2025-02-03,SKU0012,Electronics,42,275.38,11565.96,368
2025-02-03,SKU0035,Electronics,36,100.45,3616.2,418
2025-02-03,SKU0021,Home,100,493.34,49334.0,298
2025-02-04,SKU0023,Food,74,150.3,11122.2,219
2025-02-04,SKU0018,Electronics,11,206.39,2270.29,110
2025-02-04,SKU0028,Electronics,78,256.75,20026.5,120
2025-02-04,SKU0050,Sports,118,287.34,33906.12,454
2025-02-04,SKU0033,Home,13,171.58,2230.54,126
2025-02-04,SKU0014,Sports,69,209.79,14475.51,379
2025-02-04,SKU0014,Sports,66,344.16,22714.56,327
2025-02-05,SKU0006,Clothing,59,353.99,20885.41,425
2025-02-05,SKU0013,Food,61,410.54,25042.94,466
2025-02-05,SKU0007,Clothing,13,38.41,499.33,295
2025-02-05,SKU0039,Clothing,260,412.42,107229.2,152
2025-02-05,SKU0036,Sports,46,155.83,7168.18,98
2025-02-06,SKU0041,Electronics,111,254.24,28220.64,270
2025-02-06,SKU0011,Sports,18,103.23,1858.14,355
2025-02-06,SKU0036,Sports,82,199.16,16331.12,90
2025-02-07,SKU0038,Food,3,259.02,777.06,495
2025-02-07,SKU0029,Clothing,157,407.4,63961.8,113
2025-02-07,SKU0023,Food,-3,135.59,-406.77,27
2025-02-08,SKU0046,Food,82,305.81,25076.42,427
2025-02-08,SKU0049,Electronics,41,252.34,10345.94,72
2025-02-09,SKU0015,Home,34,252.0,8568.0,19
2025-02-09,SKU0010,Electronics,76,498.69,37900.44,219
2025-02-09,SKU0016,Clothing,62,112.09,6949.58,469
2025-02-09,SKU0043,Sports,200,405.55,81110.0,369
2025-02-09,SKU0034,Sports,72,232.47,16737.84,485
2025-02-09,SKU0021,Home,100,475.81,47581.0,155
2025-02-09,SKU0046,Food,86,348.2,29945.2,32
2025-02-09,SKU0031,Clothing,322,507.95,163559.9,233
2025-02-10,SKU0042,Sports,57,586.29,33418.53,17
2025-02-10,SKU0001,Food,28,451.77,12649.56,80
2025-02-10,SKU0009,Electronics,22,440.58,9692.76,459
2025-02-10,SKU0038,Food,46,307.04,14123.84,423
2025-02-10,SKU0002,Sports,114,225.58,25716.12,134
2025-02-11,SKU0048,Food,78,237.64,18535.92,13
2025-02-11,SKU0041,Electronics,86,196.19,16872.34,248
2025-02-11,SKU0033,Home,59,138.75,8186.25,289
2025-02-11,SKU0005,Food,45,294.56,13255.2,224
2025-02-11,SKU0028,Electronics,312,274.74,85718.88,378
2025-02-11,SKU0033,Home,31,157.6,4885.6,190
2025-02-11,SKU0026,Food,43,66.56,2862.08,290
2025-02-11,SKU0022,Food,35,450.62,15771.7,60
2025-02-11,SKU0044,Electronics,12,375.23,4502.76,288
2025-02-12,SKU0008,Clothing,74,187.39,13866.86,346
2025-02-13,SKU0004,Electronics,186,89.35,16619.1,21
2025-02-13,SKU0004,Electronics,153,95.44,14602.32,326
2025-02-13,SKU0009,Electronics,42,410.18,17227.56,214
2025-02-13,SKU0011,Sports,13,111.25,1446.25,175
2025-02-13,SKU0002,Sports,31,197.06,6108.86,250
2025-02-13,SKU0003,Electronics,39,111.66,4354.74,452
2025-02-13,SKU0023,Food,8,148.23,1185.84,182
2025-02-14,SKU0040,Sports,36,569.12,20488.32,388
2025-02-14,SKU0021,Home,223,451.69,100726.87,337
2025-02-14,SKU0023,Food,213,109.59,23342.67,455
2025-02-14,SKU0013,Food,221,263.34,58198.14,12
2025-02-14,SKU0024,Sports,149,32.68,4869.32,246
2025-02-14,SKU0038,Food,11,296.62,3262.82,463
2025-02-14,SKU0021,Home,82,357.68,29329.76,109
2025-02-15,SKU0036,Sports,84,206.97,17385.48,226
2025-02-15,SKU0003,Electronics,61,100.19,6111.59,265
2025-02-15,SKU0025,Electronics,117,82.85,9693.45,197
2025-02-15,SKU0026,Food,12,87.8,1053.6,287
2025-02-16,SKU0028,Electronics,18,235.72,4242.96,259
2025-02-16,SKU0005,Food,97,427.73,41489.81,164
2025-02-16,SKU0006,Clothing,105,555.38,58314.9,278
2025-02-16,SKU0035,Electronics,71,101.98,7240.58,251
2025-02-16,SKU0006,Clothing,238,451.33,107416.54,357
2025-02-16,SKU0017,Food,86,178.54,15354.44,267
2025-02-16,SKU0043,Sports,-8,334.29,-2674.32,354
2025-02-17,SKU0049,Electronics,69,330.1,22776.9,351
2025-02-17,SKU0026,Food,-4,67.82,-271.28,248
2025-02-17,SKU0025,Electronics,342,81.33,27814.86,239
2025-02-17,SKU0003,Electronics,65,179.34,11657.1,17
2025-02-17,SKU0037,Home,99,429.99,42569.01,306
2025-02-17,SKU0044,Electronics,189,314.48,59436.72,490
2025-02-18,SKU0035,Electronics,46,101.5,4669.0,476
2025-02-18,SKU0019,Home,67,114.46,7668.82,305
2025-02-18,SKU0046,Food,22,467.43,10283.46,168
2025-02-18,SKU0037,Home,91,299.27,27233.57,444
2025-02-18,SKU0030,Clothing,40,302.9,12116.0,11
2025-02-18,SKU0013,Food,20,393.33,7866.6,436
2025-02-19,SKU0047,Food,129,76.8,9907.2,223
2025-02-19,SKU0039,Clothing,84,294.73,24757.32,344
2025-02-19,SKU0044,Electronics,60,498.41,29904.6,276
2025-02-19,SKU0019,Home,29,117.04,3394.16,319
2025-02-19,SKU0047,Food,10,74.29,742.9,280
2025-02-19,SKU0009,Electronics,-4,258.88,-1035.52,261
2025-02-19,SKU0019,Home,105,111.24,11680.2,378
2025-02-20,SKU0011,Sports,34,97.52,3315.68,80
2025-02-20,SKU0022,Food,28,496.75,13909.0,438
2025-02-20,SKU0009,Electronics,122,326.07,39780.54,222
2025-02-21,SKU0050,Sports,193,236.21,45588.53,224
2025-02-21,SKU0024,Sports,74,34.23,2533.02,37
2025-02-21,SKU0015,Home,6,191.08,1146.48,187
2025-02-21,SKU0041,Electronics,46,332.57,15298.22,310
2025-02-21,SKU0040,Sports,106,550.7,58374.2,119
2025-02-21,SKU0014,Sports,26,193.92,5041.92,475
2025-02-21,SKU0013,Food,51,258.9,13203.9,153
2025-02-21,SKU0012,Electronics,41,235.57,9658.37,118
2025-02-21,SKU0019,Home,45,69.09,3109.05,364
2025-02-21,SKU0038,Food,16,364.1,5825.6,143
2025-02-22,SKU0025,Electronics,63,73.47,4628.61,206
2025-02-22,SKU0044,Electronics,261,434.21,113328.81,326
2025-02-22,SKU0030,Clothing,53,268.89,14251.17,356
2025-02-22,SKU0004,Electronics,364,59.79,21763.56,338
2025-02-22,SKU0046,Food,61,419.12,25566.32,436
2025-02-22,SKU0048,Food,11,365.33,4018.63,53
2025-02-22,SKU0044,Electronics,74,552.87,40912.38,7
2025-02-22,SKU0023,Food,-13,131.12,-1704.56,338
2025-02-22,SKU0001,Food,30,280.95,8428.5,91
2025-02-22,SKU0037,Home,-6,348.83,-2092.98,195
2025-02-22,SKU0041,Electronics,10,267.35,2673.5,397
2025-02-22,SKU0049,Electronics,74,302.92,22416.08,70
2025-02-22,SKU0031,Clothing,123,352.8,43394.4,428
2025-02-22,SKU0034,Sports,77,365.23,28122.71,84
2025-02-23,SKU0032,Electronics,103,115.13,11858.39,137
2025-02-23,SKU0019,Home,23,99.18,2281.14,61
2025-02-23,SKU0013,Food,56,288.8,16172.8,213
2025-02-23,SKU0047,Food,86,77.67,6679.62,341
2025-02-23,SKU0038,Food,49,291.01,14259.49,189
2025-02-23,SKU0030,Clothing,7,273.28,1912.96,60
2025-02-24,SKU0011,Sports,60,112.89,6773.4,29
2025-02-24,SKU0008,Clothing,9,134.44,1209.96,345
2025-02-24,SKU0009,Electronics,34,328.88,11181.92,68
2025-02-24,SKU0044,Electronics,226,313.53,70857.78,360
2025-02-24,SKU0047,Food,32,79.53,2544.96,124
2025-02-25,SKU0022,Food,73,481.7,35164.1,471
2025-02-25,SKU0011,Sports,8,126.0,1008.0,210
2025-02-25,SKU0037,Home,37,451.08,16689.96,209
2025-02-25,SKU0029,Clothing,124,358.43,44445.32,337
2025-02-25,SKU0042,Sports,201,546.43,109832.43,118
2025-02-26,SKU0017,Food,59,200.45,11826.55,46
2025-02-26,SKU0049,Electronics,42,268.73,11286.66,339
2025-02-26,SKU0009,Electronics,35,430.96,15083.6,76
2025-02-26,SKU0034,Sports,195,256.25,49968.75,329
2025-02-26,SKU0012,Electronics,35,297.09,10398.15,351
2025-02-26,SKU0034,Sports,292,245.23,71607.16,462
2025-02-27,SKU0041,Electronics,76,188.3,14310.8,112
2025-02-27,SKU0035,Electronics,28,107.09,2998.52,231
2025-02-27,SKU0024,Sports,48,25.12,1205.76,187
2025-02-27,SKU0021,Home,28,423.12,11847.36,253
2025-02-27,SKU0038,Food,7,406.47,2845.29,268
2025-02-27,SKU0020,Home,19,199.25,3785.75,330
2025-02-27,SKU0007,Clothing,6,61.54,369.24,203
2025-02-27,SKU0041,Electronics,16,253.23,4051.68,287
2025-02-27,SKU0017,Food,43,246.16,10584.88,466
2025-02-28,SKU0050,Sports,92,342.66,31524.72,161
2025-02-28,SKU0019,Home,101,99.26,10025.26,63
2025-02-28,SKU0026,Food,8,61.94,495.52,154
2025-02-28,SKU0015,Home,25,161.67,4041.75,98
2025-03-01,SKU0049,Electronics,59,271.4,16012.6,191
2025-03-01,SKU0019,Home,3,65.55,196.65,434
2025-03-01,SKU0019,Home,99,79.38,7858.62,3
2025-03-01,SKU0024,Sports,54,38.98,2104.92,177
2025-03-01,SKU0011,Sports,37,116.07,4294.59,64
2025-03-01,SKU0031,Clothing,127,524.82,66652.14,210
2025-03-01,SKU0033,Home,10,173.82,1738.2,91
2025-03-02,SKU0035,Electronics,4,139.64,558.56,345
2025-03-02,SKU0019,Home,107,67.99,7274.93,71
2025-03-02,SKU0041,Electronics,89,214.98,19133.22,239
2025-03-02,SKU0012,Electronics,9,317.55,2857.95,445
2025-03-02,SKU0042,Sports,83,360.36,29909.88,496
2025-03-03,SKU0032,Electronics,27,89.73,2422.71,52
2025-03-03,SKU0034,Sports,82,235.38,19301.16,334
2025-03-03,SKU0047,Food,63,60.59,3817.17,336
2025-03-04,SKU0023,Food,25,113.82,2845.5,367
2025-03-04,SKU0003,Electronics,14,121.47,1700.58,37
2025-03-04,SKU0028,Electronics,341,290.55,99077.55,351
2025-03-04,SKU0032,Electronics,24,90.03,2160.72,178
2025-03-05,SKU0042,Sports,51,558.8,28498.8,495
2025-03-05,SKU0048,Food,75,380.16,28512.0,296
2025-03-06,SKU0019,Home,107,71.92,7695.44,434
2025-03-06,SKU0024,Sports,14,30.49,426.86,91
2025-03-06,SKU0044,Electronics,23,395.52,9096.96,420
2025-03-06,SKU0030,Clothing,127,239.03,30356.81,254
2025-03-06,SKU0038,Food,15,365.41,5481.15,103
2025-03-06,SKU0047,Food,39,102.0,3978.0,221
2025-03-06,SKU0046,Food,20,401.94,8038.8,391
2025-03-06,SKU0031,Clothing,165,453.27,74789.55,207
2025-03-07,SKU0034,Sports,137,336.34,46078.58,392
2025-03-07,SKU0029,Clothing,62,404.73,25093.26,254
2025-03-07,SKU0045,Food,282,356.76,100606.32,64
2025-03-07,SKU0028,Electronics,123,289.99,35668.77,109
2025-03-07,SKU0012,Electronics,10,266.45,2664.5,444
2025-03-08,SKU0035,Electronics,90,78.65,7078.5,114
2025-03-08,SKU0006,Clothing,180,469.41,84493.8,319
2025-03-08,SKU0011,Sports,20,108.61,2172.2,495
2025-03-08,SKU0025,Electronics,137,86.02,11784.74,334
2025-03-08,SKU0013,Food,53,405.41,21486.73,474
2025-03-08,SKU0024,Sports,58,39.1,2267.8,500
2025-03-08,SKU0035,Electronics,43,129.82,5582.26,260
2025-03-09,SKU0018,Electronics,24,173.34,4160.16,279
2025-03-09,SKU0019,Home,104,67.41,7010.64,79
2025-03-09,SKU0040,Sports,66,481.98,31810.68,96
2025-03-09,SKU0021,Home,12,545.31,6543.72,499
2025-03-09,SKU0007,Clothing,30,60.95,1828.5,387
2025-03-09,SKU0020,Home,10,242.42,2424.2,191
2025-03-09,SKU0015,Home,66,204.18,13475.88,115
2025-03-09,SKU0036,Sports,94,171.74,16143.56,261
2025-03-09,SKU0011,Sports,15,111.65,1674.75,359
2025-03-09,SKU0025,Electronics,699,63.78,44582.22,21
2025-03-09,SKU0042,Sports,39,359.55,14022.45,447
2025-03-10,SKU0019,Home,43,93.38,4015.34,416
2025-03-10,SKU0030,Clothing,46,347.49,15984.54,85
2025-03-10,SKU0019,Home,93,74.5,6928.5,176
2025-03-10,SKU0015,Home,14,161.54,2261.56,379
2025-03-10,SKU0006,Clothing,90,532.22,47899.8,213
2025-03-10,SKU0012,Electronics,61,193.27,11789.47,299
2025-03-10,SKU0003,Electronics,68,147.2,10009.6,171
2025-03-10,SKU0016,Clothing,51,156.39,7975.89,393
2025-03-11,SKU0016,Clothing,66,131.61,8686.26,208
2025-03-11,SKU0035,Electronics,74,125.38,9278.12,218
2025-03-11,SKU0044,Electronics,5,399.41,1997.05,185
2025-03-11,SKU0043,Sports,76,304.07,23109.32,82
2025-03-13,SKU0035,Electronics,27,100.44,2711.88,439
2025-03-13,SKU0001,Food,46,459.46,21135.16,446
2025-03-13,SKU0029,Clothing,149,349.76,52114.24,283
2025-03-13,SKU0042,Sports,12,476.62,5719.44,32
2025-03-13,SKU0009,Electronics,38,302.18,11482.84,178
2025-03-13,SKU0042,Sports,54,343.69,18559.26,159
2025-03-13,SKU0018,Electronics,75,181.63,13622.25,480
2025-03-13,SKU0044,Electronics,81,461.64,37392.84,168
2025-03-13,SKU0029,Clothing,57,355.95,20289.15,119
2025-03-13,SKU0016,Clothing,27,144.93,3913.11,120
2025-03-14,SKU0036,Sports,63,216.92,13665.96,246
2025-03-14,SKU0018,Electronics,46,232.99,10717.54,435
2025-03-14,SKU0041,Electronics,62,279.14,17306.68,360
2025-03-14,SKU0049,Electronics,178,414.16,73720.48,139
2025-03-14,SKU0022,Food,116,428.28,49680.48,283
2025-03-14,SKU0027,Food,96,198.94,19098.24,108
2025-03-15,SKU0006,Clothing,48,421.4,20227.2,488
2025-03-15,SKU0026,Food,8,107.35,858.8,141
2025-03-15,SKU0008,Clothing,10,140.19,1401.9,303
2025-03-15,SKU0027,Food,50,236.1,11805.0,348
2025-03-15,SKU0029,Clothing,139,303.64,42205.96,259
2025-03-15,SKU0011,Sports,28,79.98,2239.44,152
2025-03-16,SKU0038,Food,15,304.35,4565.25,442
2025-03-16,SKU0017,Food,72,213.97,15405.84,480
2025-03-16,SKU0027,Food,68,169.48,11524.64,129
2025-03-16,SKU0001,Food,23,323.83,7448.09,28
2025-03-16,SKU0050,Sports,-20,278.27,-5565.4,266
2025-03-17,SKU0025,Electronics,661,61.92,40929.12,183
2025-03-17,SKU0001,Food,96,299.63,28764.48,496
2025-03-17,SKU0020,Home,8,283.64,2269.12,475
2025-03-17,SKU0001,Food,15,278.58,4178.7,465
2025-03-17,SKU0006,Clothing,12,436.71,5240.52,95
2025-03-17,SKU0027,Food,29,163.68,4746.72,371
2025-03-17,SKU0005,Food,671,342.47,229797.37,6
2025-03-17,SKU0050,Sports,61,343.87,20976.07,187
2025-03-17,SKU0042,Sports,18,527.65,9497.7,62
2025-03-18,SKU0037,Home,17,357.11,6070.87,477
2025-03-18,SKU0027,Food,-5,267.59,-1337.95,209
2025-03-18,SKU0005,Food,15,274.69,4120.35,23
2025-03-18,SKU0008,Clothing,68,208.92,14206.56,19
2025-03-18,SKU0026,Food,50,96.75,4837.5,179
2025-03-18,SKU0030,Clothing,163,310.46,50604.98,444
2025-03-18,SKU0038,Food,5,321.35,1606.75,214
2025-03-18,SKU0045,Food,304,474.03,144105.12,135
2025-03-18,SKU0012,Electronics,59,232.08,13692.72,390
2025-03-19,SKU0025,Electronics,605,77.0,46585.0,216
2025-03-19,SKU0034,Sports,89,273.99,24385.11,309
2025-03-19,SKU0048,Food,77,236.87,18238.99,306
2025-03-19,SKU0026,Food,166,64.94,10780.04,66
2025-03-19,SKU0040,Sports,3,392.11,1176.33,119
2025-03-19,SKU0020,Home,27,292.91,7908.57,434
2025-03-20,SKU0008,Clothing,90,203.3,18297.0,401
2025-03-20,SKU0022,Food,65,481.66,31307.9,172
2025-03-20,SKU0010,Electronics,21,341.41,7169.61,402
2025-03-20,SKU0015,Home,40,165.53,6621.2,301
2025-03-20,SKU0034,Sports,106,321.77,34107.62,53
2025-03-21,SKU0013,Food,90,306.26,27563.4,265
2025-03-21,SKU0026,Food,43,74.17,3189.31,430
2025-03-21,SKU0043,Sports,68,329.28,22391.04,425
2025-03-21,SKU0048,Food,85,291.79,24802.15,102
2025-03-21,SKU0012,Electronics,12,182.66,2191.92,360
2025-03-21,SKU0006,Clothing,187,455.62,85200.94,272
2025-03-21,SKU0006,Clothing,232,349.21,81016.72,232
2025-03-21,SKU0018,Electronics,84,208.33,17499.72,131
2025-03-22,SKU0012,Electronics,15,305.14,4577.1,102
2025-03-22,SKU0014,Sports,41,265.1,10869.1,223
2025-03-22,SKU0029,Clothing,13,378.92,4925.96,342
2025-03-22,SKU0035,Electronics,84,81.6,6854.4,441
2025-03-22,SKU0048,Food,65,258.13,16778.45,350
2025-03-23,SKU0013,Food,7,279.89,1959.23,122
2025-03-23,SKU0007,Clothing,2,52.21,104.42,305
2025-03-23,SKU0027,Food,48,261.17,12536.16,360
2025-03-23,SKU0020,Home,32,235.87,7547.84,96
2025-03-23,SKU0031,Clothing,20,374.49,7489.8,327
2025-03-23,SKU0006,Clothing,53,368.78,19545.34,445
2025-03-23,SKU0024,Sports,139,36.48,5070.72,292
2025-03-23,SKU0005,Food,103,357.27,36798.81,30
2025-03-23,SKU0030,Clothing,178,351.76,62613.28,256
2025-03-23,SKU0042,Sports,78,356.86,27835.08,384
2025-03-24,SKU0014,Sports,20,222.06,4441.2,337
2025-03-24,SKU0006,Clothing,32,452.87,14491.84,493
2025-03-24,SKU0041,Electronics,70,329.87,23090.9,435
2025-03-24,SKU0043,Sports,166,322.27,53496.82,489
2025-03-25,SKU0023,Food,20,152.16,3043.2,255
2025-03-25,SKU0047,Food,28,93.14,2607.92,220
2025-03-25,SKU0027,Food,45,215.99,9719.55,179
2025-03-25,SKU0028,Electronics,45,210.65,9479.25,416
2025-03-25,SKU0025,Electronics,583,60.55,35300.65,315
2025-03-25,SKU0043,Sports,17,424.87,7222.79,411
2025-03-25,SKU0007,Clothing,88,48.53,4270.64,67
2025-03-26,SKU0032,Electronics,-1,110.44,-110.44,125
2025-03-26,SKU0045,Food,226,323.06,73011.56,346
2025-03-26,SKU0039,Clothing,39,271.57,10591.23,243
2025-03-26,SKU0013,Food,50,242.22,12111.0,203
2025-03-26,SKU0035,Electronics,55,121.31,6672.05,87
2025-03-27,SKU0020,Home,15,302.87,4543.05,112
2025-03-27,SKU0013,Food,76,380.67,28930.92,352
2025-03-27,SKU0013,Food,55,397.6,21868.0,139
2025-03-27,SKU0016,Clothing,4,122.27,489.08,391
2025-03-27,SKU0033,Home,2,131.22,262.44,490
2025-03-27,SKU0012,Electronics,29,241.97,7017.13,235
2025-03-27,SKU0040,Sports,55,400.3,22016.5,1
2025-03-28,SKU0012,Electronics,17,180.69,3071.73,66
2025-03-28,SKU0017,Food,-2,271.77,-543.54,297
2025-03-28,SKU0013,Food,78,268.08,20910.24,475
2025-03-28,SKU0004,Electronics,67,85.78,5747.26,83
2025-03-28,SKU0038,Food,1,400.57,400.57,140
2025-03-29,SKU0024,Sports,102,36.51,3724.02,419
2025-03-29,SKU0049,Electronics,125,437.56,54695.0,192
2025-03-29,SKU0024,Sports,86,33.71,2899.06,349
2025-03-30,SKU0023,Food,34,110.52,3757.68,299
2025-03-30,SKU0040,Sports,116,341.5,39614.0,463
2025-03-30,SKU0027,Food,42,170.01,7140.42,478
2025-03-30,SKU0025,Electronics,609,48.33,29432.97,228
2025-03-30,SKU0003,Electronics,69,97.38,6719.22,280
2025-03-30,SKU0034,Sports,93,226.91,21102.63,43
2025-03-30,SKU0034,Sports,97,379.33,36795.01,160
2025-03-30,SKU0033,Home,62,215.73,13375.26,323
2025-03-30,SKU0021,Home,9,345.3,3107.7,168
2025-03-30,SKU0043,Sports,65,283.04,18397.6,115
2025-03-31,SKU0026,Food,22,92.07,2025.54,135
2025-03-31,SKU0020,Home,1,295.94,295.94,293
2025-03-31,SKU0037,Home,47,293.9,13813.3,196
2025-03-31,SKU0006,Clothing,88,478.41,42100.08,264
2025-03-31,SKU0050,Sports,58,215.79,12515.82,210
